p_day,p_month,p_year,a_day,a_month,a_year,type,item,form,duration,state
26,6,2018,1,4,2019,0,0,2,279,26
30,6,2018,5,4,2019,0,0,2,279,32
11,7,2018,16,4,2019,0,0,0,279,37
17,7,2018,22,4,2019,1,0,2,279,8
3,7,2019,7,4,2020,1,0,2,279,4
25,6,2018,1,4,2019,1,0,2,280,48
2,7,2018,8,4,2019,0,0,2,280,29
11,7,2018,17,4,2019,0,0,2,280,39
11,7,2018,17,4,2019,1,0,2,280,48
28,11,2018,4,9,2019,0,0,2,280,49
11,7,2019,16,4,2020,1,0,2,280,8
4,3,2021,9,12,2021,1,0,2,280,47
31,5,2018,8,3,2019,1,0,2,281,18
6,3,2019,12,12,2019,1,0,2,281,1
22,10,2020,30,7,2021,1,0,2,281,29
3,3,2021,9,12,2021,1,0,2,281,18
25,6,2018,3,4,2019,0,0,2,282,24
2,7,2018,10,4,2019,0,0,2,282,29
25,6,2018,3,4,2019,0,0,2,282,49
25,6,2018,3,4,2019,0,0,2,282,42
26,6,2018,4,4,2019,1,0,2,282,29
28,6,2018,6,4,2019,0,0,2,282,42
2,7,2018,10,4,2019,1,0,2,282,45
16,11,2018,25,8,2019,0,0,2,282,21
4,12,2018,12,9,2019,0,0,2,282,29
6,2,2019,15,11,2019,0,0,2,282,22
21,4,2019,28,1,2020,1,0,2,282,49
4,6,2018,14,3,2019,0,0,2,283,12
6,11,2018,16,8,2019,0,0,2,283,37
4,3,2019,12,12,2019,1,0,2,283,40
5,7,2019,13,4,2020,1,0,2,283,45
8,7,2019,16,4,2020,1,0,2,283,8
29,3,2019,6,1,2020,1,0,2,283,22
17,2,2021,27,11,2021,0,0,2,283,30
17,2,2021,27,11,2021,0,0,2,283,30
31,5,2018,11,3,2019,1,0,2,284,13
18,5,2018,26,2,2019,0,0,2,284,48
1,7,2018,11,4,2019,1,0,2,284,37
30,6,2018,10,4,2019,0,0,2,284,56
20,10,2018,31,7,2019,1,0,2,284,48
20,11,2018,31,8,2019,0,0,2,284,32
1,3,2019,10,12,2019,0,0,2,284,51
24,6,2019,3,4,2020,1,0,2,284,53
19,7,2019,28,4,2020,1,0,2,284,47
31,5,2018,12,3,2019,1,0,2,285,26
31,5,2018,12,3,2019,1,0,2,285,26
29,5,2018,10,3,2019,1,0,2,285,22
26,5,2018,7,3,2019,1,0,2,285,35
5,4,2019,15,1,2020,1,0,2,285,8
27,6,2019,7,4,2020,0,0,2,285,42
5,3,2021,15,12,2021,1,0,2,285,41
3,3,2021,13,12,2021,0,0,2,285,48
2,7,2018,14,4,2019,1,0,2,286,48
16,7,2018,28,4,2019,0,0,2,286,12
8,8,2018,21,5,2019,1,0,2,286,48
25,3,2019,5,1,2020,1,0,2,286,55
3,7,2019,14,4,2020,1,0,2,286,18
2,3,2021,13,12,2021,1,0,2,286,8
31,5,2018,14,3,2019,1,0,2,287,8
1,6,2018,15,3,2019,0,0,2,287,51
26,6,2018,9,4,2019,0,0,2,287,20
4,9,2018,18,6,2019,0,0,2,287,42
16,5,2018,28,2,2019,0,0,2,288,12
27,6,2018,11,4,2019,0,0,2,288,39
22,10,2018,6,8,2019,0,0,2,288,18
1,11,2018,16,8,2019,0,0,2,288,48
25,2,2019,10,12,2019,1,0,2,288,27
26,3,2019,8,1,2020,1,0,2,288,32
2,7,2019,15,4,2020,1,0,2,288,53
22,5,2018,7,3,2019,0,0,2,289,20
10,7,2018,25,4,2019,0,0,2,289,37
26,12,2018,11,10,2019,0,0,2,289,24
12,3,2019,26,12,2019,1,0,2,289,51
20,6,2019,4,4,2020,1,0,2,289,53
8,7,2019,22,4,2020,1,0,2,289,42
16,7,2019,30,4,2020,1,0,2,289,26
31,10,2020,16,8,2021,1,0,2,289,4
5,11,2020,21,8,2021,1,0,2,289,4
25,5,2018,11,3,2019,1,0,2,290,48
25,6,2018,11,4,2019,0,0,2,290,41
5,3,2019,20,12,2019,1,0,2,290,29
9,2,2021,26,11,2021,1,0,2,290,39
30,6,2018,17,4,2019,0,0,2,291,37
2,7,2018,19,4,2019,0,0,2,291,26
29,1,2019,16,11,2019,1,0,2,291,35
5,4,2019,21,1,2020,1,0,2,291,1
15,6,2018,3,4,2019,1,0,2,292,8
19,10,2018,7,8,2019,1,0,2,292,18
25,2,2019,14,12,2019,1,0,2,292,1
14,3,2019,31,12,2019,1,0,2,292,42
28,6,2019,15,4,2020,0,0,0,292,39
11,2,2021,30,11,2021,0,0,0,292,39
19,2,2021,8,12,2021,0,0,2,292,51
4,3,2021,21,12,2021,1,0,2,292,8
30,10,2018,19,8,2019,0,0,2,293,9
14,8,2019,2,6,2020,1,0,2,293,48
4,3,2021,22,12,2021,1,0,2,293,4
20,5,2018,10,3,2019,1,0,2,294,44
7,6,2018,28,3,2019,0,0,2,294,45
24,9,2018,15,7,2019,0,0,2,294,12
21,3,2019,9,1,2020,1,0,2,294,29
26,3,2019,14,1,2020,1,0,2,294,19
2,5,2019,20,2,2020,1,0,2,294,53
6,9,2019,26,6,2020,1,0,2,294,12
26,1,2021,16,11,2021,0,0,2,294,27
1,2,2021,22,11,2021,1,0,2,294,55
9,5,2018,28,2,2019,1,0,2,295,48
7,6,2019,28,3,2020,1,0,2,295,35
14,8,2019,4,6,2020,1,0,2,295,5
27,4,2021,16,2,2022,1,0,2,295,47
26,6,2018,18,4,2019,1,0,2,296,22
3,7,2019,24,4,2020,1,0,2,296,48
2,7,2019,23,4,2020,1,0,2,296,53
4,3,2021,25,12,2021,1,0,2,296,49
8,5,2018,1,3,2019,0,0,0,297,29
9,3,2019,31,12,2019,1,0,2,297,41
7,5,2019,28,2,2020,1,0,2,297,4
16,6,2019,8,4,2020,1,0,2,297,53
7,8,2019,30,5,2020,1,0,2,297,4
21,11,2019,13,9,2020,0,0,2,297,48
3,3,2021,25,12,2021,0,0,2,297,48
25,6,2018,19,4,2019,0,0,2,298,47
13,7,2018,7,5,2019,0,0,2,298,53
6,8,2018,31,5,2019,1,0,2,298,40
2,10,2018,27,7,2019,0,0,2,298,48
7,2,2019,2,12,2019,1,0,2,298,48
5,4,2019,28,1,2020,1,0,2,298,18
15,3,2019,7,1,2020,1,0,2,298,41
27,6,2019,20,4,2020,0,0,2,298,45
2,7,2018,27,4,2019,0,0,2,299,40
5,11,2018,31,8,2019,0,0,2,299,13
5,11,2018,31,8,2019,0,0,2,299,55
18,1,2019,13,11,2019,0,0,2,299,41
16,5,2019,10,3,2020,0,0,2,299,8
18,2,2021,14,12,2021,1,0,2,299,13
18,2,2021,14,12,2021,1,0,2,299,13
7,6,2018,3,4,2019,1,0,2,300,12
18,6,2018,14,4,2019,1,0,2,300,45
15,6,2018,11,4,2019,0,0,2,300,12
18,10,2018,14,8,2019,0,0,2,300,28
11,4,2019,5,2,2020,1,0,2,300,48
3,3,2021,28,12,2021,0,0,2,300,42
21,9,2018,19,7,2019,0,0,2,301,8
24,9,2018,22,7,2019,0,0,2,301,48
17,1,2019,14,11,2019,1,0,2,301,42
4,4,2019,30,1,2020,1,0,2,301,55
12,4,2019,7,2,2020,1,0,2,301,49
9,4,2019,4,2,2020,1,0,2,301,48
13,6,2019,9,4,2020,1,0,2,301,27
2,3,2021,28,12,2021,1,0,2,301,26
4,3,2021,30,12,2021,1,0,2,301,53
8,5,2018,6,3,2019,0,0,2,302,48
8,5,2018,6,3,2019,0,0,2,302,48
16,5,2018,14,3,2019,0,0,2,302,48
4,6,2018,2,4,2019,0,0,2,302,40
4,6,2018,2,4,2019,1,0,2,302,51
16,7,2018,14,5,2019,1,0,2,302,19
7,2,2019,6,12,2019,1,0,2,302,39
19,2,2019,18,12,2019,1,0,2,302,39
9,4,2019,5,2,2020,1,0,2,302,12
10,4,2019,6,2,2020,1,0,2,302,48
7,5,2019,4,3,2020,1,0,2,302,13
5,6,2018,4,4,2019,1,0,2,303,2
3,5,2018,2,3,2019,0,0,2,303,48
24,9,2018,24,7,2019,1,0,2,303,49
9,11,2018,8,9,2019,0,0,2,303,40
2,1,2019,1,11,2019,1,0,2,303,31
2,1,2019,1,11,2019,1,0,2,303,31
9,4,2019,6,2,2020,1,0,2,303,42
13,4,2019,10,2,2020,1,0,2,303,41
23,4,2019,20,2,2020,1,0,2,303,27
7,5,2018,7,3,2019,0,0,2,304,53
15,1,2019,15,11,2019,1,0,2,304,41
16,5,2019,15,3,2020,1,0,2,304,24
14,6,2018,15,4,2019,1,0,2,305,44
9,5,2019,9,3,2020,1,0,2,305,12
1,8,2019,1,6,2020,0,0,2,305,49
25,2,2021,27,12,2021,0,0,2,305,12
8,3,2021,7,1,2022,1,0,2,305,49
4,5,2018,6,3,2019,1,0,2,306,1
2,7,2018,4,5,2019,0,0,2,306,13
4,1,2019,6,11,2019,1,0,2,306,20
24,4,2019,24,2,2020,1,0,2,306,2
21,6,2019,22,4,2020,0,0,2,306,42
8,1,2019,11,11,2019,1,0,2,307,22
20,1,2021,23,11,2021,1,0,2,307,55
6,4,2021,7,2,2022,0,0,2,307,45
10,3,2021,11,1,2022,1,0,2,307,48
10,3,2021,11,1,2022,1,0,2,307,51
4,5,2018,8,3,2019,1,0,2,308,37
17,9,2018,22,7,2019,0,0,2,308,5
28,12,2018,1,11,2019,1,0,2,308,28
8,1,2019,12,11,2019,1,0,2,308,13
22,1,2019,26,11,2019,1,0,2,308,18
26,6,2019,29,4,2020,1,0,2,308,22
9,4,2021,11,2,2022,1,0,2,308,33
3,5,2018,8,3,2019,1,0,2,309,37
7,5,2018,12,3,2019,0,0,2,309,51
20,8,2018,25,6,2019,0,0,2,309,49
28,4,2019,2,3,2020,1,0,2,309,13
26,6,2019,30,4,2020,0,0,2,309,48
18,2,2021,24,12,2021,0,0,2,309,26
4,3,2021,7,1,2022,1,0,2,309,28
16,4,2021,19,2,2022,1,0,2,309,48
7,5,2018,13,3,2019,1,0,2,310,26
27,5,2018,2,4,2019,1,0,2,310,51
15,6,2018,21,4,2019,1,0,2,310,48
9,1,2019,15,11,2019,1,0,2,310,40
2,2,2019,9,12,2019,1,0,2,310,44
8,2,2019,15,12,2019,1,0,2,310,48
25,3,2019,29,1,2020,1,0,2,310,48
1,3,2021,5,1,2022,0,0,2,310,42
27,8,2018,4,7,2019,0,0,2,311,8
6,10,2018,13,8,2019,0,0,2,311,12
3,5,2019,9,3,2020,1,0,2,311,51
5,4,2019,10,2,2020,1,0,2,311,48
4,6,2018,12,4,2019,1,0,2,312,51
4,1,2019,12,11,2019,1,0,2,312,31
28,6,2019,5,5,2020,1,0,2,312,48
12,3,2021,18,1,2022,1,0,2,312,20
8,9,2018,18,7,2019,0,0,2,313,37
7,9,2018,17,7,2019,0,0,2,313,24
11,3,2021,18,1,2022,1,0,2,313,20
11,3,2021,18,1,2022,1,0,2,313,42
22,4,2021,1,3,2022,1,0,2,313,48
5,5,2018,15,3,2019,1,0,2,314,44
3,5,2019,12,3,2020,1,0,2,314,55
14,5,2019,23,3,2020,0,0,2,314,49
16,5,2019,25,3,2020,1,0,2,314,48
13,6,2019,22,4,2020,0,0,2,314,8
29,1,2021,9,12,2021,1,0,2,314,48
8,3,2021,16,1,2022,1,0,2,314,41
1,5,2018,12,3,2019,1,0,2,315,48
10,7,2018,21,5,2019,0,0,2,315,37
23,7,2018,3,6,2019,0,0,2,315,39
16,10,2018,27,8,2019,0,0,2,315,42
13,11,2018,24,9,2019,1,0,2,315,20
27,12,2018,7,11,2019,1,0,2,315,5
7,5,2019,17,3,2020,1,0,2,315,48
23,7,2019,2,6,2020,1,0,2,315,20
26,7,2018,7,6,2019,1,0,2,316,55
27,8,2018,9,7,2019,0,0,2,316,49
1,10,2018,13,8,2019,0,0,2,316,24
16,5,2019,27,3,2020,1,0,2,316,13
8,5,2019,19,3,2020,1,0,2,316,37
25,7,2019,5,6,2020,1,0,2,316,8
23,2,2021,5,1,2022,1,0,2,316,51
1,5,2018,14,3,2019,1,0,2,317,1
13,8,2018,26,6,2019,0,0,0,317,55
30,10,2018,12,9,2019,1,0,2,317,37
13,11,2018,26,9,2019,1,0,2,317,19
9,3,2021,20,1,2022,1,0,2,317,49
16,7,2018,30,5,2019,1,0,2,318,33
16,7,2018,30,5,2019,1,0,2,318,39
24,7,2018,7,6,2019,1,0,2,318,29
24,7,2018,7,6,2019,1,0,2,318,29
17,9,2018,1,8,2019,0,0,2,318,4
10,3,2021,22,1,2022,1,0,2,318,48
12,3,2021,24,1,2022,1,0,2,318,2
19,5,2018,3,4,2019,0,0,2,319,4
23,7,2018,7,6,2019,0,0,2,319,48
3,8,2018,18,6,2019,0,0,2,319,48
11,9,2018,27,7,2019,0,0,2,319,49
18,11,2018,3,10,2019,1,0,2,319,37
14,3,2019,27,1,2020,1,0,2,319,4
27,4,2019,11,3,2020,1,0,2,319,39
19,4,2019,3,3,2020,0,0,2,319,22
12,3,2021,25,1,2022,1,0,2,319,53
15,3,2021,28,1,2022,1,0,2,319,12
25,4,2018,11,3,2019,0,0,2,320,21
15,8,2018,1,7,2019,0,0,2,320,48
24,8,2018,10,7,2019,0,0,2,320,48
5,12,2018,21,10,2019,0,0,2,320,33
27,6,2019,12,5,2020,0,0,2,320,12
23,7,2018,9,6,2019,0,0,2,321,8
6,8,2018,23,6,2019,0,0,2,321,39
6,8,2018,23,6,2019,0,0,2,321,39
9,10,2018,26,8,2019,0,0,2,321,48
11,10,2018,28,8,2019,1,0,2,321,19
16,11,2018,3,10,2019,1,0,2,321,51
1,5,2019,17,3,2020,1,0,2,321,27
17,7,2018,4,6,2019,0,0,2,322,48
19,7,2018,6,6,2019,1,0,2,322,39
24,7,2018,11,6,2019,1,0,2,322,40
23,7,2018,10,6,2019,0,0,2,322,42
13,8,2018,1,7,2019,0,0,2,322,53
22,10,2018,9,9,2019,1,0,2,322,51
31,10,2018,18,9,2019,1,0,2,322,55
7,12,2018,25,10,2019,1,0,2,322,50
19,6,2019,6,5,2020,1,0,2,322,4
12,3,2021,28,1,2022,0,0,2,322,42
10,3,2021,26,1,2022,1,0,2,322,48
3,10,2018,22,8,2019,0,0,2,323,26
25,10,2018,13,9,2019,1,0,2,323,4
15,4,2019,3,3,2020,0,0,2,323,20
11,1,2020,29,11,2020,0,0,2,323,40
18,3,2021,4,2,2022,1,0,2,323,8
28,3,2018,15,2,2019,0,0,2,324,13
13,2,2019,3,1,2020,1,0,2,324,51
18,3,2021,5,2,2022,0,0,2,324,13
17,3,2021,4,2,2022,1,0,2,324,35
20,8,2018,11,7,2019,0,0,2,325,31
5,11,2018,26,9,2019,1,0,2,325,24
3,12,2018,24,10,2019,1,0,2,325,45
10,9,2018,1,8,2019,0,0,2,325,18
7,6,2019,27,4,2020,1,0,2,325,48
12,3,2018,1,2,2019,1,0,2,326,48
25,7,2018,16,6,2019,0,0,2,326,13
12,7,2018,3,6,2019,1,0,2,326,48
19,10,2018,10,9,2019,1,0,2,326,48
19,10,2018,10,9,2019,1,0,2,326,48
9,3,2019,29,1,2020,1,0,2,326,48
8,5,2019,29,3,2020,1,0,2,326,48
19,10,2018,11,9,2019,0,0,2,327,29
2,10,2018,25,8,2019,1,0,2,327,48
2,10,2018,25,8,2019,1,0,2,327,48
18,3,2019,8,2,2020,1,0,1,327,39
20,6,2019,12,5,2020,1,0,2,327,27
28,8,2019,20,7,2020,1,0,2,327,51
12,7,2018,5,6,2019,1,0,2,328,8
12,9,2018,6,8,2019,0,0,2,328,48
20,9,2018,14,8,2019,1,0,2,328,26
15,2,2019,9,1,2020,1,0,2,328,42
3,3,2021,25,1,2022,0,0,2,328,54
28,6,2018,23,5,2019,1,0,2,329,41
17,7,2018,11,6,2019,1,0,2,329,33
19,7,2018,13,6,2019,1,0,2,329,35
11,10,2018,5,9,2019,1,0,0,329,4
29,11,2018,24,10,2019,1,0,2,329,18
18,1,2019,13,12,2019,1,0,2,329,16
23,4,2019,17,3,2020,1,0,2,329,48
17,3,2021,9,2,2022,1,0,2,329,51
12,3,2021,4,2,2022,1,0,2,329,48
11,7,2018,6,6,2019,1,0,2,330,24
17,7,2018,12,6,2019,0,0,2,330,42
10,9,2018,6,8,2019,0,0,2,330,48
10,9,2018,6,8,2019,0,0,2,330,48
11,9,2018,7,8,2019,0,0,2,330,53
12,9,2018,8,8,2019,1,0,2,330,24
17,3,2021,10,2,2022,1,0,2,330,53
18,3,2021,11,2,2022,1,0,2,330,33
17,3,2021,10,2,2022,1,0,2,330,49
16,4,2018,13,3,2019,1,0,2,331,48
29,11,2018,26,10,2019,1,0,2,331,49
14,3,2021,8,2,2022,0,0,2,331,12
24,3,2021,18,2,2022,0,0,2,331,12
30,3,2021,25,2,2022,0,0,2,332,48
14,5,2018,12,4,2019,1,0,2,333,44
29,8,2018,28,7,2019,1,0,2,333,49
26,8,2018,25,7,2019,1,0,2,333,26
21,11,2018,20,10,2019,1,0,2,333,47
25,7,2019,22,6,2020,1,0,2,333,37
26,2,2021,25,1,2022,0,0,2,333,51
11,3,2021,7,2,2022,0,0,2,333,54
19,3,2021,15,2,2022,0,0,2,333,26
26,7,2018,25,6,2019,0,0,2,334,39
26,7,2018,25,6,2019,1,0,2,334,18
25,7,2018,24,6,2019,1,0,2,334,21
8,9,2018,8,8,2019,1,0,2,334,48
4,10,2018,3,9,2019,1,0,2,334,21
19,10,2018,18,9,2019,0,0,2,334,29
18,10,2018,17,9,2019,1,0,2,334,32
18,10,2018,17,9,2019,1,0,2,334,32
27,7,2019,25,6,2020,1,0,2,334,26
5,3,2021,2,2,2022,0,0,2,334,53
19,3,2021,16,2,2022,1,0,2,334,47
6,4,2021,6,3,2022,0,0,2,334,45
6,4,2021,6,3,2022,0,0,2,334,48
31,7,2018,1,7,2019,0,0,2,335,13
13,9,2018,14,8,2019,1,0,2,335,39
12,12,2018,12,11,2019,1,0,2,335,4
18,3,2021,16,2,2022,1,0,2,335,48
4,3,2021,2,2,2022,1,0,2,335,29
9,5,2018,10,4,2019,1,0,2,336,44
18,7,2018,19,6,2019,1,0,2,336,29
18,7,2018,19,6,2019,1,0,2,336,29
23,7,2018,24,6,2019,1,0,2,336,48
21,9,2018,23,8,2019,1,0,2,336,5
9,10,2018,10,9,2019,1,0,2,336,19
25,2,2021,27,1,2022,0,0,2,336,12
24,3,2021,23,2,2022,1,0,2,336,18
1,3,2018,1,2,2019,1,0,2,337,8
30,7,2018,2,7,2019,0,0,2,337,13
18,7,2018,20,6,2019,1,0,2,337,55
8,9,2018,11,8,2019,1,0,2,337,40
24,9,2018,27,8,2019,1,0,2,337,12
26,9,2018,29,8,2019,1,0,2,337,33
26,9,2018,29,8,2019,1,0,2,337,20
16,3,2021,16,2,2022,0,0,2,337,21
29,3,2021,1,3,2022,0,0,2,337,42
23,7,2018,26,6,2019,1,0,2,338,42
25,7,2018,28,6,2019,1,0,2,338,8
1,8,2018,5,7,2019,1,0,2,338,8
19,9,2018,23,8,2019,1,0,2,338,18
19,9,2018,23,8,2019,1,0,2,338,18
24,9,2018,28,8,2019,1,0,2,338,45
23,3,2021,24,2,2022,1,0,2,338,53
18,3,2021,19,2,2022,1,0,2,338,48
18,6,2018,23,5,2019,0,0,2,339,37
2,9,2018,7,8,2019,1,0,2,339,24
23,7,2018,28,6,2019,1,0,2,340,8
25,9,2018,31,8,2019,1,0,2,340,5
3,12,2018,8,11,2019,1,0,2,340,48
15,3,2021,18,2,2022,0,0,2,340,48
22,3,2021,25,2,2022,1,0,2,340,48
26,8,2018,2,8,2019,1,0,2,341,48
31,1,2019,7,1,2020,0,0,2,341,48
9,5,2019,14,4,2020,0,0,2,341,5
10,3,2021,14,2,2022,0,0,2,341,29
8,3,2021,12,2,2022,1,0,2,341,47
20,7,2018,27,6,2019,1,0,2,342,48
1,8,2018,9,7,2019,1,0,2,342,48
10,9,2018,18,8,2019,1,0,2,342,26
17,10,2018,24,9,2019,1,0,2,342,4
17,3,2021,22,2,2022,1,0,2,342,48
21,3,2021,26,2,2022,0,0,2,342,19
18,3,2021,23,2,2022,0,0,2,342,4
28,6,2018,6,6,2019,1,0,2,343,20
18,7,2018,26,6,2019,1,0,2,343,35
30,7,2018,8,7,2019,1,0,2,343,33
18,12,2018,26,11,2019,0,0,2,343,9
19,3,2021,25,2,2022,1,0,2,343,8
11,3,2021,17,2,2022,1,0,2,343,49
8,1,2021,17,12,2021,1,0,2,343,53
23,7,2018,2,7,2019,1,0,2,344,26
8,8,2018,18,7,2019,1,0,2,344,39
4,9,2018,14,8,2019,1,0,2,344,49
5,3,2021,12,2,2022,1,0,2,344,32
22,3,2021,1,3,2022,1,0,2,344,48
25,3,2021,4,3,2022,0,0,2,344,12
11,4,2018,22,3,2019,0,0,2,345,27
27,8,2018,7,8,2019,1,0,2,345,48
16,3,2021,24,2,2022,0,0,2,345,12
24,9,2018,5,9,2019,1,0,2,346,5
18,2,2020,29,1,2021,0,0,2,346,55
15,7,2018,27,6,2019,0,0,2,347,39
30,7,2018,12,7,2019,1,0,2,347,41
12,3,2019,22,2,2020,0,0,2,347,49
16,6,2018,30,5,2019,0,0,2,348,48
8,8,2018,22,7,2019,1,0,2,348,39
11,8,2018,25,7,2019,1,0,2,348,39
11,8,2018,25,7,2019,1,0,2,348,39
17,11,2018,31,10,2019,1,0,2,348,32
26,7,2018,9,7,2019,1,0,2,348,40
12,3,2021,24,2,2022,0,0,2,349,12
8,11,2018,24,10,2019,1,0,2,350,1
7,8,2018,25,7,2019,1,0,2,352,51
7,8,2018,25,7,2019,1,0,2,352,51
12,9,2018,30,8,2019,1,0,2,352,1
22,1,2021,9,1,2022,1,0,2,352,49
20,7,2018,9,7,2019,1,0,2,354,26
26,7,2018,15,7,2019,1,0,2,354,35
22,5,2019,10,5,2020,1,0,2,354,41
12,3,2021,1,3,2022,1,0,2,354,41
20,4,2018,10,4,2019,1,0,2,355,44
7,9,2018,28,8,2019,1,0,2,355,48
7,9,2018,28,8,2019,1,0,2,355,48
4,11,2018,25,10,2019,1,0,2,355,19
12,3,2021,2,3,2022,1,0,2,355,8
2,5,2019,22,4,2020,0,0,0,356,8
5,9,2018,28,8,2019,1,0,2,357,48
11,12,2019,2,12,2020,0,0,2,357,16
4,3,2021,24,2,2022,0,0,2,357,53
6,8,2018,30,7,2019,1,0,2,358,53
30,7,2018,23,7,2019,1,0,2,358,29
24,4,2019,17,4,2020,1,0,2,359,22
28,2,2021,23,2,2022,1,0,2,360,55
3,3,2021,26,2,2022,0,0,2,360,13
16,6,2018,12,6,2019,1,0,2,361,27
23,7,2018,19,7,2019,0,0,2,361,49
6,8,2018,2,8,2019,1,0,2,361,40
4,10,2018,30,9,2019,1,0,2,361,53
27,6,2018,24,6,2019,1,0,2,362,12
5,8,2018,5,8,2019,1,0,2,365,8
21,11,2018,21,11,2019,1,0,2,365,46
29,4,2019,28,4,2020,1,0,2,365,20
24,9,2018,25,9,2019,1,0,2,366,22
19,4,2019,19,4,2020,1,0,1,366,48
30,4,2018,3,5,2019,0,0,2,368,26
3,8,2018,6,8,2019,1,0,2,368,12
1,8,2018,6,8,2019,1,0,2,370,18
17,12,2019,21,12,2020,1,0,2,370,48
12,2,2018,18,2,2019,0,0,2,371,13
8,11,2019,13,11,2020,0,0,2,371,13
6,8,2018,15,8,2019,1,0,2,374,40
28,7,2018,9,8,2019,1,0,2,377,8
10,10,2018,22,10,2019,1,0,2,377,12
29,5,2018,13,6,2019,0,0,2,380,12
20,5,2018,6,6,2019,0,0,2,382,55
4,4,2018,22,4,2019,0,0,2,383,53
13,6,2018,1,7,2019,1,0,2,383,44
8,8,2018,29,8,2019,1,0,2,386,5
22,1,2018,13,2,2019,1,0,2,387,48
18,6,2018,13,7,2019,1,0,2,390,45
4,4,2018,1,5,2019,1,0,2,392,48
5,2,2018,6,3,2019,1,0,2,394,48
2,2,2020,2,3,2021,0,0,2,394,48
27,1,2018,28,2,2019,0,0,2,397,48
24,9,2018,30,10,2019,1,0,2,401,37
21,8,2020,27,9,2021,1,0,2,402,21
7,9,2018,17,10,2019,1,0,2,405,4
5,3,2018,15,4,2019,0,0,2,406,47
6,8,2018,17,9,2019,1,0,2,407,51
6,8,2018,17,9,2019,1,0,2,407,51
10,3,2018,22,4,2019,0,0,2,408,48
10,9,2018,24,10,2019,1,0,2,409,12
18,8,2020,8,10,2021,1,0,2,416,4
11,2,2018,4,4,2019,0,0,2,417,6
17,1,2018,11,3,2019,0,0,2,418,26
28,2,2018,30,4,2019,1,0,2,426,48
18,6,2019,17,8,2020,0,0,2,426,12
25,9,2019,1,12,2020,1,0,2,433,53
3,6,2019,27,8,2020,1,0,2,451,13
18,10,2018,22,1,2020,0,0,2,461,4
16,8,2018,2,12,2019,1,0,0,473,48
20,10,2020,18,2,2022,1,0,2,486,51
8,8,2017,6,3,2019,1,0,2,575,4
31,12,2020,23,8,2022,1,0,2,600,45
18,5,2018,17,1,2020,0,0,0,609,47
26,6,2018,2,4,2020,0,0,2,646,18
16,8,2017,2,7,2019,0,0,2,685,1
22,1,2017,15,4,2019,0,0,2,813,8
18,8,2018,14,1,2021,1,0,2,880,4
5,11,2018,1,3,2019,1,1,2,116,21
16,1,2020,12,1,2020,0,1,1,-4,4
1,5,2020,4,5,2020,0,1,1,3,1
21,2,2019,1,3,2019,0,1,1,8,42
1,4,2019,9,4,2019,1,1,1,8,8
1,4,2019,9,4,2019,1,1,1,8,48
6,1,2022,14,1,2022,1,1,1,8,53
3,8,2021,12,8,2021,0,1,1,9,12
31,3,2019,10,4,2019,0,1,1,10,48
6,10,2019,16,10,2019,0,1,1,10,25
11,6,2021,21,6,2021,1,1,1,10,53
30,1,2022,9,2,2022,1,1,1,10,51
29,3,2019,9,4,2019,0,1,1,11,40
28,1,2022,8,2,2022,0,1,1,11,12
15,3,2019,27,3,2019,0,1,1,12,42
30,3,2019,11,4,2019,0,1,1,12,53
30,3,2019,11,4,2019,0,1,1,12,53
24,7,2020,5,8,2020,0,1,1,12,29
13,8,2021,25,8,2021,1,1,1,12,37
30,9,2021,12,10,2021,1,1,1,12,48
24,10,2021,5,11,2021,1,1,1,12,53
21,1,2022,2,2,2022,1,1,1,12,26
21,1,2022,2,2,2022,1,1,1,12,12
28,1,2022,9,2,2022,0,1,1,12,39
22,2,2019,7,3,2019,0,1,1,13,42
1,3,2019,14,3,2019,1,1,1,13,51
24,2,2019,9,3,2019,0,1,1,13,54
1,3,2019,14,3,2019,1,1,1,13,48
26,2,2019,11,3,2019,0,1,1,13,37
17,2,2019,2,3,2019,0,1,1,13,24
17,2,2019,2,3,2019,0,1,1,13,24
20,2,2019,5,3,2019,1,1,1,13,29
20,9,2019,3,10,2019,1,1,1,13,29
10,10,2019,23,10,2019,1,1,1,13,12
27,6,2021,10,7,2021,1,1,1,13,4
20,10,2021,2,11,2021,0,1,1,13,12
5,2,2022,18,2,2022,0,1,1,13,53
15,2,2019,1,3,2019,1,1,1,14,45
28,2,2019,14,3,2019,1,1,1,14,42
18,2,2019,4,3,2019,0,1,2,14,47
1,3,2019,15,3,2019,0,1,1,14,37
5,3,2019,19,3,2019,1,1,1,14,39
26,3,2019,9,4,2019,0,1,1,14,12
24,5,2019,7,6,2019,1,1,1,14,48
1,10,2019,15,10,2019,0,1,1,14,33
1,10,2019,15,10,2019,0,1,1,14,33
1,10,2019,15,10,2019,1,1,1,14,42
8,10,2019,22,10,2019,1,1,1,14,39
14,10,2019,28,10,2019,0,1,1,14,42
17,6,2020,1,7,2020,0,1,1,14,48
14,8,2020,28,8,2020,0,1,1,14,39
17,7,2021,31,7,2021,0,1,1,14,39
10,8,2021,24,8,2021,0,1,1,14,12
13,10,2021,27,10,2021,0,1,1,14,47
13,10,2021,27,10,2021,0,1,1,14,27
12,11,2021,26,11,2021,1,1,1,14,26
11,1,2021,25,1,2021,1,1,1,14,33
12,1,2022,26,1,2022,0,1,1,14,8
